origem,destino,valor
RODOVIARIA (BORGE DE MELO),GUARARAPES,20.0
RODOVIARIA (BORGE DE MELO),HENRIQUE JORGE,25.0
RODOVIARIA (BORGE DE MELO),HORTO (MARACANAU),50.0
RODOVIARIA (BORGE DE MELO),INDUSTRIAL,35.0
RODOVIARIA (BORGE DE MELO),ITAMARATY,30.0
RODOVIARIA (BORGE DE MELO),ITAPERI,25.0
RODOVIARIA (BORGE DE MELO),JACANAU ( MARACANAU ),50.0
RODOVIARIA (BORGE DE MELO),JANGURUSSU,30.0
RODOVIARIA (BORGE DE MELO),JARDIM CEARENSE,25.0
RODOVIARIA (BORGE DE MELO),JARDIM DAS OLIVEIRAS,20.0
RODOVIARIA (BORGE DE MELO),JARDIM UNIAO,25.0
RODOVIARIA (BORGE DE MELO),JEREISSATI I,45.0
RODOVIARIA (BORGE DE MELO),JEREISSATI II,45.0
RODOVIARIA (BORGE DE MELO),JEREISSATI III,45.0
RODOVIARIA (BORGE DE MELO),JOAQUIM TAVORA,12.0
RODOVIARIA (BORGE DE MELO),JOSE BONIFACIO,10.0
RODOVIARIA (BORGE DE MELO),JOSE DE ALENCAR,30.0
RODOVIARIA (BORGE DE MELO),JOSE WALTER,25.0
RODOVIARIA (BORGE DE MELO),LAGOA REDONDA,30.0
RODOVIARIA (BORGE DE MELO),LUCIANO CAVALCANTE,24.0
RODOVIARIA (BORGE DE MELO),LUZARDO VIANA(MARACANAU),50.0
RODOVIARIA (BORGE DE MELO),MARACANAU (MARACANAU),45.0
RODOVIARIA (BORGE DE MELO),MARANGUAPE,60.0
RODOVIARIA (BORGE DE MELO),MARAPONGA,25.0
RODOVIARIA (BORGE DE MELO),MEIRELES,22.0
RODOVIARIA (BORGE DE MELO),MESSEJANA,30.0
RODOVIARIA (BORGE DE MELO),MONDUBIM,30.0
RODOVIARIA (BORGE DE MELO),MONTE CASTELO,20.0
RODOVIARIA (BORGE DE MELO),MONTESE,10.0
RODOVIARIA (BORGE DE MELO),MUCUNA DE BAIXO,60.0
RODOVIARIA (BORGE DE MELO),MUCURIPE,25.0
RODOVIARIA (BORGE DE MELO),NORTH SHOPPING (BEZERRA),20.0
RODOVIARIA (BORGE DE MELO),NOVO MARACANAU,45.0
RODOVIARIA (BORGE DE MELO),OLHO D'AGUA (MARACANAU),50.0
RODOVIARIA (BORGE DE MELO),PAJUCARA (MARACANAU),45.0
RODOVIARIA (BORGE DE MELO),PAN-AMERICANO,17.0
RODOVIARIA (BORGE DE MELO),PAPICU,20.0
RODOVIARIA (BORGE DE MELO),PARANGABA,15.0
RODOVIARIA (BORGE DE MELO),PARQUE DOIS IRMAOS,25.0
RODOVIARIA (BORGE DE MELO),PARQUELANDIA,15.0
RODOVIARIA (BORGE DE MELO),PARQUE MANIBURA,20.0
RODOVIARIA (BORGE DE MELO),PARQUE SANTANA,30.0
RODOVIARIA (BORGE DE MELO),PARQUE SANTA ROSA (APOLO XI),30.0
RODOVIARIA (BORGE DE MELO),PARQUE SAO JOSE,30.0
RODOVIARIA (BORGE DE MELO),PASSARE,25.0
RODOVIARIA (BORGE DE MELO),PAVUNA,50.0
RODOVIARIA (BORGE DE MELO),PICI (PARQUE UNIVERSITARIO),25.0
RODOVIARIA (BORGE DE MELO),PIRATININGA(MARACANAU),45.0
RODOVIARIA (BORGE DE MELO),PLANALTO AYRTON SENNA,25.0
RODOVIARIA (BORGE DE MELO),PRAIA DE IRACEMA,20.0
RODOVIARIA (BORGE DE MELO),PRAIA DO FUTURO,30.0
RODOVIARIA (BORGE DE MELO),PRESIDENTE KENNEDY,25.0
RODOVIARIA (BORGE DE MELO),PRESIDENTE VARGAS,35.0
RODOVIARIA (BORGE DE MELO),SANTA FE,30.0
RODOVIARIA (BORGE DE MELO),SANTA FILOMENA,30.0
RODOVIARIA (BORGE DE MELO),SANTA MARIA MESSEJANA,30.0
RODOVIARIA (BORGE DE MELO),SAO CRISTOVAO,30.0
RODOVIARIA (BORGE DE MELO),SAO GERARDO,20.0
RODOVIARIA (BORGE DE MELO),SAO JOAO DO TAUAPE,12.0
RODOVIARIA (BORGE DE MELO),SAPIRANGA (COITE),25.0
RODOVIARIA (BORGE DE MELO),SERRINHA,20.0
RODOVIARIA (BORGE DE MELO),SHOPPING IGUATEMI,20.0
RODOVIARIA (BORGE DE MELO),SIQUEIRA I,35.0
RODOVIARIA (BORGE DE MELO),SIQUEIRA II,40.0
RODOVIARIA (BORGE DE MELO),SITIO CORREGO,25.0
RODOVIARIA (BORGE DE MELO),SITIO SAO JOAO,30.0
RODOVIARIA (BORGE DE MELO),TANCREDO NEVES,20.0
RODOVIARIA (BORGE DE MELO),TESTE,30.0
RODOVIARIA (BORGE DE MELO),TIMBO (MARACANAU),45.0
RODOVIARIA (BORGE DE MELO),VARJOTA,20.0
RODOVIARIA (BORGE DE MELO),VILA MANOEL SATIRO,30.0
RODOVIARIA (BORGE DE MELO),VILA PERY,25.0
RODOVIARIA(MESSEJANA),JOSE WALTER,18.0
SALINAS,AEROLANDIA,12.0
SALINAS,ALDEOTA,20.0
SALINAS,BENFICA,25.0
SALINAS,CIDADE DOS FUNCIONARIOS,13.0
SALINAS,CONJUNTO ESPERANCA,30.0
SALINAS,CONJUNTO PALMEIRAS,25.0
SALINAS,GUAJERU,60.0
SALINAS,JEREISSATI I,45.0
SALINAS,JOSE WALTER,25.0
SALINAS,LUCIANO CAVALCANTE,7.0
SALINAS,MEIRELES,25.0
SALINAS,MESSEJANA,20.0
SALINAS,MONDUBIM,30.0
SALINAS,MONTESE,25.0
SALINAS,PAPICU,15.0
SALINAS,PARQUELANDIA,20.0
SALINAS,PARQUE MANIBURA,13.0
SALINAS,PASSARE,22.0
SALINAS,SAO JOAO DO TAUAPE,15.0
SANTA CECILIA,JEREISSATI I,30.0
SANTA CLARA,AEROPORTO,30.0
SANTA CLARA,JEREISSATI I,35.0
SANTA CLARA,UPA MESSEJANA,15.0
SANTA FE,AEROLANDIA,20.0
SANTA FE,ALDEOTA,30.0
SANTA FE,ALTO ALEGRE (MESSEJANA),10.0
SANTA FE,ATACADAO (AEROPORTO),25.0
SANTA FE,CENTRO,30.0
SANTA FE,CENTRO DE CONVECOES (WASHINGTON SOARES),25.0
SANTA FE,CONJUNTO PALMEIRAS,10.0
SANTA FE,CURIO,20.0
SANTA FE,EDSON QUEIROZ,25.0
SANTA FE,ELISABETE II,10.0
SANTA FE,ITAMARATY,10.0
SANTA FE,JEREISSATI I,35.0
SANTA FE,JOSE DE ALENCAR,20.0
SANTA FE,JOSE WALTER,20.0
SANTA FE,MANGABEIRA (EUSEBIO),30.0
SANTA FE,MEIRELES,30.0
SANTA FE,MESSEJANA,15.0
SANTA FE,PAPICU,30.0
SANTA FE,PARANGABA,30.0
SANTA FE,PARQUE BETANIA (MESSEJANA),15.0
SANTA FE,PASSARE,20.0
SANTA FE,PAUPINA,10.0
SANTA FE,PIRAMBU,40.0
SANTA FE,PRAIA CACA E PESCA,30.0
SANTA FE,PRAIA DA COFECO,35.0
SANTA FE,PRAIA DA PRAINHA,35.0
SANTA FE,PRAIA DE IRACEMA,35.0
SANTA FE,PRAIA DO FUTURO,35.0
SANTA FE,PRAIA DO IGUAPE,50.0
SANTA FE,PRAIA DO JAPAO,40.0
SANTA FE,PRAIA SABIAGUABA,25.0
SANTA FE,RODOVIARIA (BORGE DE MELO),30.0
SANTA FE,SANTA FILOMENA,10.0
SANTA FE,SANTA MARIA MESSEJANA,10.0
SANTA FE,SANTA ROSA (MESSEJANA),20.0
SANTA FE,SAO CRISTOVAO,15.0
SANTA FE,SAO JOAO DO TAUAPE,25.0
SANTA FE,SAPIRANGA (COITE),20.0
SANTA FE,SERRINHA,25.0
SANTA FE,SITIO SAO JOAO,10.0
SANTA FILOMENA,ABREOLANDIA,30.0
SANTA FILOMENA,AEROLANDIA,25.0
SANTA FILOMENA,AEROPORTO,25.0
SANTA FILOMENA,ALDEOTA,25.0
SANTA FILOMENA,ALTO ALEGRE (MESSEJANA),13.0
SANTA FILOMENA,ANCURI,15.0
SANTA FILOMENA,ANTONIO BEZERRA,40.0
SANTA FILOMENA,ATACADAO (AEROPORTO),25.0
SANTA FILOMENA,ATACADAO (EUSEBIO),18.0
SANTA FILOMENA,BARROSO I,15.0
SANTA FILOMENA,CENTRO,25.0
SANTA FILOMENA,CENTRO DE CONVECOES (WASHINGTON SOARES),25.0
SANTA FILOMENA,CIDADE DOS FUNCIONARIOS,20.0
SANTA FILOMENA,CLUBE 360,30.0
SANTA FILOMENA,CLUBE DO VAQUEIRO,20.0
SANTA FILOMENA,COACU,20.0
SANTA FILOMENA,CONJUNTO ESPERANCA,30.0
SANTA FILOMENA,CONJUNTO PALMEIRAS,10.0
SANTA FILOMENA,CORREIOS ( MESSEJANA ),15.0
SANTA FILOMENA,CURIO,20.0
SANTA FILOMENA,DRAGAO DO MAR,30.0
SANTA FILOMENA,HOSPITAL ALBERT SABIEN,25.0
SANTA FILOMENA,HOSPITAL ANTONIO PRUDENTE (AGUANAMBI),25.0
SANTA FILOMENA,HOSPITAL BATISTA/ALDEOTA,25.0
SANTA FILOMENA,HOSPITAL CESAR CALS (CENTRO),25.0
SANTA FILOMENA,HOSPITAL CURA DARS/SAO CAMILO,25.0
SANTA FILOMENA,HOSPITAL DA CRIANCA (MONTESE),25.0
SANTA FILOMENA,HOSPITAL DA MULHER,30.0
SANTA FILOMENA,HOSPITAL DAS CLINICAS,30.0
SANTA FILOMENA,HOSPITAL DO CORACAO (MESSEJANA),15.0
SANTA FILOMENA,HOSPITAL FROTINHA DA PARANGABA,30.0
SANTA FILOMENA,HOSPITAL FROTINHA DE MESSEJANA,13.0
SANTA FILOMENA,HOSPITAL GENESIS,25.0
SANTA FILOMENA,HOSPITAL GERAL,30.0
SANTA FILOMENA,HOSPITAL GONZAGUINHA MESSEJANA,15.0
SANTA FILOMENA,HOSPITAL ICC (JOSE BASTOS),30.0
SANTA FILOMENA,HOSPITAL MENTAL (MESSEJANA),15.0
SANTA FILOMENA,HOSPITAL PRONTOCARDIO,25.0
SANTA FILOMENA,HOSPITAL SANTA CASA (CENTRO),30.0
SANTA FILOMENA,HOSPITAL SAO CARLOS,25.0
SANTA FILOMENA,ITAMARATY,15.0
SANTA FILOMENA,JANGURUSSU,13.0
SANTA FILOMENA,JEREISSATI I,35.0
SANTA FILOMENA,JOSE WALTER,18.0
SANTA FILOMENA,MESSEJANA,15.0
SANTA FILOMENA,MUCURIPE CLUBE,30.0
SANTA FILOMENA,PAPICU,30.0
SANTA FILOMENA,PARANGABA,25.0
SANTA FILOMENA,PARQUE BETANIA (MESSEJANA),8.0
SANTA FILOMENA,PARQUELANDIA,30.0
SANTA FILOMENA,PARQUE SAO JOSE,25.0
SANTA FILOMENA,PASSARE,20.0
SANTA FILOMENA,PAUPINA,15.0
SANTA FILOMENA,PEDRAS,15.0
SANTA FILOMENA,PLANALTO AYRTON SENNA,18.0
SANTA FILOMENA,RODOVIARIA (BORGE DE MELO),30.0
SANTA FILOMENA,SANTA FE,10.0
SANTA FILOMENA,SANTA FILOMENA,8.0
SANTA FILOMENA,SANTA FILOMENA,8.0
SANTA FILOMENA,SANTA MARIA MESSEJANA,8.0
SANTA FILOMENA,SAO CRISTOVAO,10.0
SANTA FILOMENA,SAO CRISTOVAO 2,12.0
SANTA FILOMENA,SAO GERARDO,30.0
SANTA FILOMENA,SAO JOAO DO TAUAPE,25.0
SANTA FILOMENA,SHOPPING IGUATEMI,25.0
SANTA FILOMENA,SHOPPING VIA SUL,20.0
SANTA FILOMENA,SITIO SAO JOAO,10.0
SANTA FILOMENA,SUPER MERCADO PANORAMA ( MESSEJANA ),15.0
SANTA FILOMENA,TAMANDARE,10.0
SANTA FILOMENA,TANCREDO NEVES,20.0
SANTA FILOMENA,UPA BARRA DO CEARA,40.0
SANTA FILOMENA,UPA GENIBAU,35.0
SANTA FILOMENA,UPA ITAPERY,20.0
SANTA FILOMENA,VARJOTA,25.0
SANTA FILOMENA,VILA PERY,30.0
SANTA MARIA MESSEJANA,ABREOLANDIA,30.0
SANTA MARIA MESSEJANA,ACADEMIA FORMA ATLETICA,25.0
SANTA MARIA MESSEJANA,ACARACUZINHO (MARACANAU),30.0
SANTA MARIA MESSEJANA,ACARAPE,30.0
SANTA MARIA MESSEJANA,AEROLANDIA,25.0
SANTA MARIA MESSEJANA,AEROPORTO,25.0
SANTA MARIA MESSEJANA,ALDEOTA,25.0
SANTA MARIA MESSEJANA,ALTO ALEGRE I (MARACANAU),35.0
SANTA MARIA MESSEJANA,ALTO ALEGRE (MESSEJANA),10.0
SANTA MARIA MESSEJANA,ANTONIO BEZERRA,35.0
SANTA MARIA MESSEJANA,ANTONIO JUSTA (MARACANAU),35.0
SANTA MARIA MESSEJANA,ARACAPE,30.0
SANTA MARIA MESSEJANA,ARACATI,200.0
SANTA MARIA MESSEJANA,ATACADAO (EUSEBIO),15.0
SANTA MARIA MESSEJANA,BAIRRO DE FATIMA,25.0
SANTA MARIA MESSEJANA,BEACH PARK,30.0
SANTA MARIA MESSEJANA,BEIRA MAR,30.0
SANTA MARIA MESSEJANA,BENFICA,30.0
SANTA MARIA MESSEJANA,CAJAZEIRAS,20.0
SANTA MARIA MESSEJANA,CASTELAO,20.0
SANTA MARIA MESSEJANA,CENTRO,25.0
SANTA MARIA MESSEJANA,CENTRO DE CONVECOES (WASHINGTON SOARES),25.0
SANTA MARIA MESSEJANA,CIDADE DOS FUNCIONARIOS,20.0
SANTA MARIA MESSEJANA,CONJUNTO PALMEIRAS,10.0
SANTA MARIA MESSEJANA,CRISTO REDENTOR,35.0
SANTA MARIA MESSEJANA,CURIO,18.0
SANTA MARIA MESSEJANA,DANADIM (PARANGABA),25.0
SANTA MARIA MESSEJANA,DIONISIO TORRES,25.0
SANTA MARIA MESSEJANA,DRAGAO DO MAR,30.0
SANTA MARIA MESSEJANA,EDSON QUEIROZ,25.0
SANTA MARIA MESSEJANA,ELISABETE II,12.0
SANTA MARIA MESSEJANA,EUSEBIO,20.0
SANTA MARIA MESSEJANA,FORROZIM (PARANGABA),25.0
SANTA MARIA MESSEJANA,G BARBOSA (PARANGABA),25.0
SANTA MARIA MESSEJANA,GUAJERU,15.0
SANTA MARIA MESSEJANA,HENRIQUE JORGE,40.0
SANTA MARIA MESSEJANA,HOSPITAL ALBERT SABIEN,25.0
SANTA MARIA MESSEJANA,HOSPITAL FROTINHA DA PARANGABA,30.0
SANTA MARIA MESSEJANA,HOSPITAL FROTINHA DE MESSEJANA,13.0
SANTA MARIA MESSEJANA,HOSPITAL GONZAGUINHA MESSEJANA,15.0
SANTA MARIA MESSEJANA,HOSPITAL HGF,30.0
SANTA MARIA MESSEJANA,ITAMARATY,13.0
SANTA MARIA MESSEJANA,ITAOCA,25.0
SANTA MARIA MESSEJANA,JARDIM AMERICA,25.0
SANTA MARIA MESSEJANA,JARDIM GUANABARA,40.0
SANTA MARIA MESSEJANA,JEREISSATI I,35.0
SANTA MARIA MESSEJANA,JOAQUIM TAVORA,25.0
SANTA MARIA MESSEJANA,JOQUEI CLUB,30.0
SANTA MARIA MESSEJANA,JOSE BONIFACIO,25.0
SANTA MARIA MESSEJANA,JOSE WALTER,18.0
SANTA MARIA MESSEJANA,LAGOA REDONDA,18.0
SANTA MARIA MESSEJANA,MANGABEIRA (EUSEBIO),25.0
SANTA MARIA MESSEJANA,MARACANAU (MARACANAU),35.0
SANTA MARIA MESSEJANA,MARAPONGA MART MODA,25.0
SANTA MARIA MESSEJANA,MEIRELES,30.0
SANTA MARIA MESSEJANA,MESSEJANA,10.0
SANTA MARIA MESSEJANA,MONTESE,25.0
SANTA MARIA MESSEJANA,NORTH SHOPPING (BEZERRA),35.0
SANTA MARIA MESSEJANA,NORTH SHOPPING MARACANAU,35.0
SANTA MARIA MESSEJANA,PAN-AMERICANO,35.0
SANTA MARIA MESSEJANA,PAPICU,30.0
SANTA MARIA MESSEJANA,PARANGABA,25.0
SANTA MARIA MESSEJANA,PARQUE BETANIA (MESSEJANA),10.0
SANTA MARIA MESSEJANA,PARQUELANDIA,30.0
SANTA MARIA MESSEJANA,PAUPINA,15.0
SANTA MARIA MESSEJANA,PEDRAS,20.0
SANTA MARIA MESSEJANA,PRAIA CACA E PESCA,30.0
SANTA MARIA MESSEJANA,PRAIA DA COFECO,30.0
SANTA MARIA MESSEJANA,PRAIA DA PRAINHA,35.0
SANTA MARIA MESSEJANA,PRAIA DA TABUBA,70.0
SANTA MARIA MESSEJANA,PRAIA DE IRACEMA,30.0
SANTA MARIA MESSEJANA,PRAIA DO FUTURO,30.0
SANTA MARIA MESSEJANA,PRAIA SABIAGUABA,25.0
SANTA MARIA MESSEJANA,RODOLFO TEOFILO,35.0
SANTA MARIA MESSEJANA,RODOVIARIA (BORGE DE MELO),30.0
SANTA MARIA MESSEJANA,SANTA FE,8.0
SANTA MARIA MESSEJANA,SANTA FILOMENA,8.0
SANTA MARIA MESSEJANA,SANTA MARIA MESSEJANA,8.0
SANTA MARIA MESSEJANA,SAO CRISTOVAO,10.0
SANTA MARIA MESSEJANA,SAO JOAO DO TAUAPE,25.0
SANTA MARIA MESSEJANA,SERRINHA,20.0
SANTA MARIA MESSEJANA,SHOPPING ALDEOTA,25.0
SANTA MARIA MESSEJANA,SHOPPING AVENIDA,25.0
SANTA MARIA MESSEJANA,SHOPPING BENFICA,25.0
SANTA MARIA MESSEJANA,SHOPPING CENTER UM,25.0
SANTA MARIA MESSEJANA,SHOPPING DEL PASEO,25.0
SANTA MARIA MESSEJANA,SHOPPING DIOGO (CENTRO),25.0
SANTA MARIA MESSEJANA,SHOPPING DIOGO (MESSEJANA),10.0
SANTA MARIA MESSEJANA,SHOPPING IGUATEMI,25.0
SANTA MARIA MESSEJANA,SHOPPING JOQUEI,30.0
SANTA MARIA MESSEJANA,SHOPPING MARACANAU,35.0
SANTA MARIA MESSEJANA,SHOPPING PARANGABA,25.0
SANTA MARIA MESSEJANA,SHOPPING PATIO DOM LUIZ,25.0
SANTA MARIA MESSEJANA,SHOPPING RIO MAR (PAPICU),30.0
SANTA MARIA MESSEJANA,SHOPPING SALINAS,25.0
SANTA MARIA MESSEJANA,SHOPPING VIA SUL,20.0
SANTA MARIA MESSEJANA,SIQUEIRA I,30.0
SANTA MARIA MESSEJANA,SITIO SAO JOAO,10.0
SANTA MARIA MESSEJANA,TABAPUA,50.0
SANTA MARIA MESSEJANA,TANCREDO NEVES,20.0
SANTA MARIA MESSEJANA,UPA BARRA DO CEARA,40.0
SANTA MARIA MESSEJANA,UPA GENIBAU,35.0
SANTA MARIA MESSEJANA,UPA ITAPERY,20.0
SANTA MARIA MESSEJANA,UPA JOSE WALTER,18.0
SANTA MARIA MESSEJANA,UPA MESSEJANA,13.0
SANTA MARIA MESSEJANA,UPA PRAIA DO FUTURO,30.0
SANTA MARIA MESSEJANA,VARJOTA,25.0
SANTA ROSA (MESSEJANA),AEROLANDIA,25.0
SANTA ROSA (MESSEJANA),CENTRO,30.0
SANTA ROSA (MESSEJANA),CONJUNTO PALMEIRAS,20.0
SANTA ROSA (MESSEJANA),ITAMARATY,15.0
SANTA ROSA (MESSEJANA),JEREISSATI I,35.0
SANTA ROSA (MESSEJANA),MARAPONGA,15.0
SANTA ROSA (MESSEJANA),MESSEJANA,15.0
SANTA ROSA (MESSEJANA),MONTESE,25.0
SANTA ROSA (MESSEJANA),PARQUE MANIBURA,30.0
SANTA ROSA (MESSEJANA),SANTA FE,20.0
SANTA ROSA (MESSEJANA),SAO CRISTOVAO,20.0
SANTA ROSA (MESSEJANA),SITIO SAO JOAO,20.0
SANTA ROSA (MESSEJANA),TAMANDARE,20.0
SAO BENTO (MESSEJANA),ALDEOTA,30.0
SAO BENTO (MESSEJANA),BAIRRO DE FATIMA,30.0
SAO BENTO (MESSEJANA),CIDADE DOS FUNCIONARIOS,20.0
SAO BENTO (MESSEJANA),CONJUNTO ESPERANCA,35.0
SAO BENTO (MESSEJANA),CURIO,15.0
SAO BENTO (MESSEJANA),EDSON QUEIROZ,25.0
SAO BENTO (MESSEJANA),ITAMARATY,8.0
SAO BENTO (MESSEJANA),JEREISSATI I,35.0
SAO BENTO (MESSEJANA),JOSE WALTER,20.0
SAO BENTO (MESSEJANA),MESSEJANA,10.0
SAO BENTO (MESSEJANA),MONTESE,40.0
SAO BENTO (MESSEJANA),PARQUELANDIA,40.0
SAO BENTO (MESSEJANA),PARQUE MANIBURA,20.0
SAO BENTO (MESSEJANA),SAO CRISTOVAO,15.0
SAO BENTO (MESSEJANA),SAO JOAO DO TAUAPE,25.0
SAO BENTO (MESSEJANA),SITIO SAO JOAO,15.0
SAO BERNARDO ( MESSEJANA ),ALTO ALEGRE (MESSEJANA),15.0
SAO BERNARDO ( MESSEJANA ),JARDIM DAS OLIVEIRAS,15.0
SAO BERNARDO ( MESSEJANA ),JEREISSATI I,35.0
SAO BERNARDO ( MESSEJANA ),MESSEJANA,8.0
SAO CRISTOVAO,ABREOLANDIA,30.0
SAO CRISTOVAO,ACARACUZINHO (MARACANAU),35.0
SAO CRISTOVAO,AEROLANDIA,25.0
SAO CRISTOVAO,AEROPORTO,25.0
SAO CRISTOVAO,ALAGADICO,20.0
SAO CRISTOVAO,ALDEOTA,25.0
SAO CRISTOVAO,ALTO ALEGRE I (MARACANAU),35.0
SAO CRISTOVAO,ALTO ALEGRE (MESSEJANA),15.0
SAO CRISTOVAO,ALTO DA BALANCA,25.0
SAO CRISTOVAO,ALTO DA MANGUEIRA,35.0
SAO CRISTOVAO,ALVARO WEYNE,40.0
SAO CRISTOVAO,AMADEO FURTADO,30.0
SAO CRISTOVAO,ANCURI,15.0
SAO CRISTOVAO,ANTONIO BEZERRA,35.0
SAO CRISTOVAO,ANTONIO JUSTA (MARACANAU),35.0
SAO CRISTOVAO,AQUIRAZ,35.0
SAO CRISTOVAO,ARACAPE,25.0
SAO CRISTOVAO,ARATURI,50.0
SAO CRISTOVAO,ATACADAO (AEROPORTO),20.0
SAO CRISTOVAO,ATACADAO (EUSEBIO),20.0
SAO CRISTOVAO,AUTRAN NUNES,35.0
SAO CRISTOVAO,BAIRRO DE FATIMA,25.0
SAO CRISTOVAO,BARROSO I,12.0
SAO CRISTOVAO,BEIRA MAR,30.0
SAO CRISTOVAO,BENFICA,25.0
SAO CRISTOVAO,BOM JARDIM,30.0
SAO CRISTOVAO,CAJAZEIRAS,25.0
SAO CRISTOVAO,CAMBEBA,15.0
SAO CRISTOVAO,CASTELAO,15.0
SAO CRISTOVAO,CAUCAIA,45.0
SAO CRISTOVAO,CENTRO,25.0
SAO CRISTOVAO,CIDADE 2000,30.0
SAO CRISTOVAO,CIDADE DOS FUNCIONARIOS,20.0
SAO CRISTOVAO,CIDADE NOVA,15.0
SAO CRISTOVAO,CONJUNTO ESPERANCA,20.0
SAO CRISTOVAO,CONJUNTO PALMEIRAS,8.0
SAO CRISTOVAO,CURIO,18.0
SAO CRISTOVAO,CURRAL DO BOI /THE CLUB,20.0
SAO CRISTOVAO,DAMAS,25.0
SAO CRISTOVAO,DIAS MACEDO,20.0
SAO CRISTOVAO,DIONISIO TORRES,25.0
SAO CRISTOVAO,EDSON QUEIROZ,30.0
SAO CRISTOVAO,ELISABETE II,15.0
SAO CRISTOVAO,EUSEBIO,30.0
SAO CRISTOVAO,GUARARAPES,25.0
SAO CRISTOVAO,HENRIQUE JORGE,25.0
SAO CRISTOVAO,HOSPITAL GERAL,30.0
SAO CRISTOVAO,HOSPITAL GONZAGUINHA MESSEJANA,15.0
SAO CRISTOVAO,INDUSTRIAL,25.0
SAO CRISTOVAO,ITAITINGA,35.0
SAO CRISTOVAO,ITAMARATY,15.0
SAO CRISTOVAO,ITAPERI,20.0
SAO CRISTOVAO,JACARECANGA,35.0
SAO CRISTOVAO,JANGURUSSU,15.0
SAO CRISTOVAO,JARDIM DAS OLIVEIRAS,20.0
SAO CRISTOVAO,JEREISSATI I,30.0
SAO CRISTOVAO,JEREISSATI II,35.0
SAO CRISTOVAO,JOAQUIM TAVORA,25.0
SAO CRISTOVAO,JOQUEI CLUB,30.0
SAO CRISTOVAO,JOSE WALTER,15.0
SAO CRISTOVAO,LAGOA REDONDA,18.0
SAO CRISTOVAO,LUCIANO CAVALCANTE,20.0
SAO CRISTOVAO,MANGABEIRA (EUSEBIO),30.0
SAO CRISTOVAO,MARACANAU (MARACANAU),35.0
SAO CRISTOVAO,MARANGUAPE,60.0
SAO CRISTOVAO,MARAPONGA,20.0
SAO CRISTOVAO,MARAPONGA MART MODA,20.0
SAO CRISTOVAO,MARINA PARK,30.0
SAO CRISTOVAO,MEIRELES,30.0
SAO CRISTOVAO,MESSEJANA,15.0
SAO CRISTOVAO,METROPOLE,40.0
SAO CRISTOVAO,MONDUBIM,20.0
SAO CRISTOVAO,MONTESE,25.0
SAO CRISTOVAO,MOURA BRASIL,30.0
SAO CRISTOVAO,MUCURIPE,35.0
SAO CRISTOVAO,MUSIQUE,20.0
SAO CRISTOVAO,PAJUCARA (MARACANAU),25.0
SAO CRISTOVAO,PAN-AMERICANO,30.0
SAO CRISTOVAO,PAPICU,30.0
SAO CRISTOVAO,PARANGABA,25.0
SAO CRISTOVAO,PARQUE ARAXA,30.0
SAO CRISTOVAO,PARQUE BETANIA (MESSEJANA),10.0
SAO CRISTOVAO,PARQUE DOIS IRMAOS,20.0
SAO CRISTOVAO,PARQUE DO VAQUEIRO,20.0
SAO CRISTOVAO,PARQUE IRACEMA,15.0
SAO CRISTOVAO,PARQUELANDIA,30.0
SAO CRISTOVAO,PARQUE MANIBURA,25.0
SAO CRISTOVAO,PARQUE RECREIO (RUI BARBOSA),25.0
SAO CRISTOVAO,PARQUE SANTA MARIA,10.0
SAO CRISTOVAO,PARQUE SANTANA,20.0
SAO CRISTOVAO,PARQUE SANTA ROSA (APOLO XI),25.0
SAO CRISTOVAO,PARQUE SAO JOSE,25.0
SAO CRISTOVAO,PARREAO,25.0
SAO CRISTOVAO,PASSARE,20.0
SAO CRISTOVAO,PAUPINA,15.0
SAO CRISTOVAO,PEDRAS,20.0
SAO CRISTOVAO,PINDORETAMA,80.0
SAO CRISTOVAO,PLANALTO AYRTON SENNA,15.0
SAO CRISTOVAO,PRAIA DA PRAINHA,35.0
SAO CRISTOVAO,PRAIA DO FUTURO,30.0
SAO CRISTOVAO,PRAIA DO IGUAPE,50.0
SAO CRISTOVAO,PRAIA SABIAGUABA,25.0
SAO CRISTOVAO,QUINTINO CUNHA,40.0
SAO CRISTOVAO,RODOVIARIA (BORGE DE MELO),30.0
SAO CRISTOVAO,SANTA FE,15.0
SAO CRISTOVAO,SANTA FILOMENA,10.0
SAO CRISTOVAO,SANTA MARIA MESSEJANA,10.0
SAO CRISTOVAO,SANTA ROSA (MESSEJANA),20.0
SAO CRISTOVAO,SAO BENTO (MESSEJANA),15.0
SAO CRISTOVAO,SAO CRISTOVAO,8.0
SAO CRISTOVAO,SAO CRISTOVAO,8.0
SAO CRISTOVAO,SAO JOAO DO TAUAPE,25.0
SAO CRISTOVAO,SAPIRANGA (COITE),25.0
SAO CRISTOVAO,SERRINHA,20.0
SAO CRISTOVAO,SHOPPING AVENIDA,25.0
SAO CRISTOVAO,SHOPPING BENFICA,25.0
SAO CRISTOVAO,SHOPPING CENTER UM,25.0
SAO CRISTOVAO,SHOPPING IGUATEMI,25.0
SAO CRISTOVAO,SHOPPING MARACANAU,35.0
SAO CRISTOVAO,SHOPPING SALINAS,35.0
SAO CRISTOVAO,SHOPPING VIA SUL,20.0
SAO CRISTOVAO,SIQUEIRA I,30.0
SAO CRISTOVAO,SITIO CORREGO,15.0
SAO CRISTOVAO,SITIO SAO JOAO,10.0
SAO CRISTOVAO,TAMANDARE,12.0
